geoname_id,bc_geographic_name,geoname_type,lon,lat,bcgn_name,bcgn_feature_type,da_uid,da_population,da_match,da_distance_m,csd_uid,csd_name,csd_type,csd_population,csd_match,csd_distance_m,name_agrees_with_csd,muni_name,muni_type,muni_population,muni_population_year,muni_population_latest,muni_latest_year,place_population,place_population_basis,place_population_source,place_population_confidence,geo_level,geo_uid,geo_shared_with,parent_geoname_id,parent_name,is_nested,is_primary,selected_because,note
65682,Five Mile Point 3,Indian Reserve,-133.6687192909,59.499783351,Five Mile Point 3,Indian Reserve-Réserve indienne,59570209,83,contains,0.0,5957803,Five Mile Point 3,Indian reserve,83,contains,0.0,yes,,,,,,,83,csd,"2021 Census, census subdivision",high,csd,5957803,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Five Mile Point 3 itself"
65680,McDonald Lake 1,Indian Reserve,-133.5520629131,59.7331234769,McDonald Lake 1,Indian Reserve-Réserve indienne,59570210,180,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,180,da,"2021 Census, dissemination area",high,da,59570210,3,,,FALSE,TRUE,indigenous,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65793,Unnamed 10,Indian Reserve,-133.7020578142,59.5664509008,Unnamed 10,Indian Reserve-Réserve indienne,59570219,219,contains,0.0,5957802,Unnamed 10,Indian reserve,18,nearest-name,92.4,yes,,,,,,,18,csd,"2021 Census, census subdivision",medium,csd,5957802,0,,,FALSE,TRUE,indigenous,"the point lies 92 m outside the same-named census subdivision, inside Stikine Region; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Unnamed 10 itself"
64825,Dease Lake 9,Indian Reserve,-130.035201727,58.4664839126,Dease Lake 9,Indian Reserve-Réserve indienne,59490201,326,contains,0.0,5949845,Dease Lake 9,Indian reserve,54,nearest-name,372.3,yes,,,,,,,54,csd,"2021 Census, census subdivision",medium,csd,5949845,0,,,FALSE,TRUE,indigenous,"the point lies 372 m outside the same-named census subdivision, inside Kitimat-Stikine F; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Dease Lake 9 itself"
60004,Dease River 1,Indian Reserve,-129.289444444,59.2874999978,Dease River 1,Indian Reserve-Réserve indienne,59570227,39,contains,0.0,5957820,Dease River 1,Indian reserve,39,contains,0.0,yes,,,,,,,39,csd,"2021 Census, census subdivision",high,csd,5957820,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Dease River 1 itself"
60002,Guhthe Tah 12,Indian Reserve,-131.1763888888,57.9038888864,Guhthe Tah 12,Indian Reserve-Réserve indienne,59490097,142,contains,0.0,5949843,Guhthe Tah 12,Indian reserve,142,contains,0.0,yes,,,,,,,142,csd,"2021 Census, census subdivision",high,csd,5949843,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Guhthe Tah 12 itself"
64101,Iskut 6,Indian Reserve,-130.0000000008,57.8352777753,Iskut 6,Indian Reserve-Réserve indienne,59490219,74,contains,0.0,5949832,Iskut 6,Indian reserve,478,nearest-name,600.3,yes,,,,,,,478,csd,"2021 Census, census subdivision",medium,csd,5949832,0,,,FALSE,TRUE,indigenous,"the point lies 600 m outside the same-named census subdivision, inside Kitimat-Stikine D; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Iskut 6 itself"
37405,Stewart,District Municipality,-129.9911111106,55.9383333305,Stewart,District Municipality (1),59490105,517,contains,0.0,5949032,Stewart,District municipality,517,contains,0.0,yes,Stewart,District municipality,539,2021,515,2025,539,municipal,"BC Stats population estimate, July 1 2021",high,csd,5949032,0,,,FALSE,TRUE,municipality,"this is the population of the municipality of Stewart itself, as estimated by BC Stats for 2021 (the 2021 census counted 517)"
64770,Tahltan 1,Indian Reserve,-130.9852108804,58.0164613105,Tahltan 1,Indian Reserve-Réserve indienne,59490201,326,contains,0.0,5949846,Tahltan 1,Indian reserve,0,nearest-name,118.6,yes,,,,,,,0,csd,"2021 Census, census subdivision",medium,csd,5949846,0,,,FALSE,TRUE,indigenous,"the point lies 119 m outside the same-named census subdivision, inside Kitimat-Stikine F; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Tahltan 1 itself"
35678,Telegraph Creek,Community,-131.1595825006,57.9031706682,Telegraph Creek,Community,59490219,74,contains,0.0,5949847,Telegraph Creek,Indian reserve,51,nearest-name,253.7,yes,,,,,,,51,csd,"2021 Census, census subdivision",medium,csd,5949847,0,,,FALSE,TRUE,indigenous,"the point lies 254 m outside the same-named census subdivision, inside Kitimat-Stikine D; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Telegraph Creek itself"
64812,Blueberry River 205,Indian Reserve,-121.1014615504,56.7165685535,Blueberry River 205,Indian Reserve-Réserve indienne,59550223,472,contains,0.0,5955803,Blueberry River 205,Indian reserve,145,nearest-name,495.3,yes,,,,,,,145,csd,"2021 Census, census subdivision",medium,csd,5955803,0,,,FALSE,TRUE,indigenous,"the point lies 495 m outside the same-named census subdivision, inside Peace River B; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Blueberry River 205 itself"
37727,Chetwynd,District Municipality,-121.6383333337,55.6958333309,Chetwynd,District Municipality (1),59550136,411,contains,0.0,5955010,Chetwynd,District municipality,2302,contains,0.0,yes,Chetwynd,District municipality,2420,2021,2484,2025,2420,municipal,"BC Stats population estimate, July 1 2021",high,csd,5955010,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Chetwynd itself, as estimated by BC Stats for 2021 (the 2021 census counted 2,302)"
40540,Dawson Creek,City,-120.2355555556,55.7605555528,Dawson Creek,City,59550143,676,contains,0.0,5955014,Dawson Creek,City,12323,contains,0.0,yes,Dawson Creek,City,12910,2021,13635,2025,12910,municipal,"BC Stats population estimate, July 1 2021",high,csd,5955014,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Dawson Creek itself, as estimated by BC Stats for 2021 (the 2021 census counted 12,323)"
64811,Doig River 206,Indian Reserve,-120.5014330503,56.5665728632,Doig River 206,Indian Reserve-Réserve indienne,59550221,85,contains,0.0,5955804,Doig River 206,Indian reserve,85,contains,0.0,yes,,,,,,,85,csd,"2021 Census, census subdivision",high,csd,5955804,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Doig River 206 itself"
64922,East Moberly Lake 169,Indian Reserve,-121.6347812582,55.8332139189,East Moberly Lake 169,Indian Reserve-Réserve indienne,59550122,297,contains,0.0,5955801,East Moberly Lake 169,Indian reserve,297,contains,0.0,yes,,,,,,,297,csd,"2021 Census, census subdivision",high,csd,5955801,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of East Moberly Lake 169 itself"
66021,Finlay Bay 21,Indian Reserve,-123.7991666663,55.9777777752,Finlay Bay 21,Indian Reserve-Réserve indienne,59550117,284,contains,0.0,5955023,Peace River E,Regional district electoral area,2660,contains,0.0,no,,,,,,,284,da,"2021 Census, dissemination area",high,da,59550117,1,,,FALSE,TRUE,indigenous,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64801,Fontas 1,Indian Reserve,-121.7015491684,58.2832582241,Fontas 1,Indian Reserve-Réserve indienne,59590039,300,contains,0.0,5959805,Fontas 1,Indian reserve,5,nearest-name,1263.2,yes,,,,,,,5,csd,"2021 Census, census subdivision",medium,csd,5959805,0,,,FALSE,TRUE,indigenous,"the point lies 1263 m outside the same-named census subdivision, inside Northern Rockies; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Fontas 1 itself"
64802,Fort Nelson 2,Indian Reserve,-122.5849381515,58.7499238291,Fort Nelson 2,Indian Reserve-Réserve indienne,59590039,300,contains,0.0,5959806,Fort Nelson 2,Indian reserve,419,nearest-name,83.3,yes,,,,,,,419,csd,"2021 Census, census subdivision",medium,csd,5959806,0,,,FALSE,TRUE,indigenous,"the point lies 83 m outside the same-named census subdivision, inside Northern Rockies; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Fort Nelson 2 itself"
3602,Fort St. John,City,-120.8466666661,56.2524999972,Fort St. John,City,59550190,566,contains,0.0,5955034,Fort St. John,City,21465,contains,0.0,yes,Fort St. John,City,22665,2021,24383,2025,22665,municipal,"BC Stats population estimate, July 1 2021",high,csd,5955034,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Fort St. John itself, as estimated by BC Stats for 2021 (the 2021 census counted 21,465)"
64854,Fort Ware 1,Indian Reserve,-125.6349935158,57.4331918177,Fort Ware 1,Indian Reserve-Réserve indienne,59550114,242,contains,0.0,5955807,Fort Ware 1,Indian reserve,242,contains,0.0,yes,,,,,,,242,csd,"2021 Census, census subdivision",high,csd,5955807,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Fort Ware 1 itself"
64844,Halfway River 168,Indian Reserve,-121.8348120892,56.4498885327,Halfway River 168,Indian Reserve-Réserve indienne,59550227,477,contains,0.0,5955808,Halfway River 168,Indian reserve,247,nearest-name,185.5,yes,,,,,,,247,csd,"2021 Census, census subdivision",medium,csd,5955808,0,,,FALSE,TRUE,indigenous,"the point lies 185 m outside the same-named census subdivision, inside Peace River B; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Halfway River 168 itself"
14891,Hudson's Hope,District Municipality,-121.9136111113,56.0258333303,Hudson's Hope,District Municipality (1),59550119,413,contains,0.0,5955025,Hudson's Hope,District municipality,841,contains,0.0,yes,Hudson's Hope,District municipality,993,2021,1019,2025,993,municipal,"BC Stats population estimate, July 1 2021",high,csd,5955025,0,,,FALSE,TRUE,municipality,"this is the population of the municipality of Hudson's Hope itself, as estimated by BC Stats for 2021 (the 2021 census counted 841)"
65818,Ingenika Point,Indian Reserve,-124.8932713486,56.7831897661,Ingenika Point,Indian Reserve-Réserve indienne,59550251,449,contains,0.0,5955812,Ingenika Point,Indian settlement,0,nearest-name,417.9,yes,,,,,,,0,csd,"2021 Census, census subdivision",medium,csd,5955812,0,,,FALSE,TRUE,indigenous,"the point lies 418 m outside the same-named census subdivision, inside Peace River B; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Ingenika Point itself"
64803,Kahntah 3,Indian Reserve,-120.9348551347,58.3499354731,Kahntah 3,Indian Reserve-Réserve indienne,59590039,300,contains,0.0,5959809,Kahntah 3,Indian reserve,0,nearest-name,1475.6,yes,,,,,,,0,csd,"2021 Census, census subdivision",medium,csd,5959809,0,,,FALSE,TRUE,indigenous,"the point lies 1476 m outside the same-named census subdivision, inside Northern Rockies; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Kahntah 3 itself"
65678,Liard River 3,Indian Reserve,-128.5018924305,59.9165367799,Liard River 3,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957814,Liard River 3,Indian reserve,114,nearest-name,770.1,yes,,,,,,,114,csd,"2021 Census, census subdivision",medium,csd,5957814,0,,,FALSE,TRUE,indigenous,"the point lies 770 m outside the same-named census subdivision, inside Stikine Region; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Liard River 3 itself"
11496,Lower Post,Community,-128.493254,59.9256692384,Lower Post,Community,59570225,114,contains,0.0,5957813,Lower Post,Indian settlement,5,nearest-name,4.7,yes,,,,,,,5,csd,"2021 Census, census subdivision",medium,csd,5957813,0,,,FALSE,TRUE,indigenous,"the point lies 5 m outside the same-named census subdivision, inside Liard River 3; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Lower Post itself"
60100,Northern Rockies Regional Municipality,District Municipality,-122.7066666659,58.8038888867,Northern Rockies Regional Municipality,District Municipality (1),59590019,456,contains,0.0,5959007,Northern Rockies,Regional municipality,3947,contains,0.0,no,Northern Rockies Regional Municipality,Regional municipality,4111,2021,4144,2025,4111,municipal,"BC Stats population estimate, July 1 2021",high,csd,5959007,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Northern Rockies Regional Municipality itself, as estimated by BC Stats for 2021 (the 2021 census counted 3,947)"
22265,Pouce Coupe,Village,-120.1321964997,55.7146782081,Pouce Coupe,Village (1),59550162,395,contains,0.0,5955005,Pouce Coupe,Village,762,contains,0.0,yes,Pouce Coupe,Village,793,2021,813,2025,793,municipal,"BC Stats population estimate, July 1 2021",high,csd,5955005,0,,,FALSE,TRUE,municipality,"this is the population of the municipality of Pouce Coupe itself, as estimated by BC Stats for 2021 (the 2021 census counted 762)"
64921,Prophet River 4,Indian Reserve,-122.7015792853,58.083241895,Prophet River 4,Indian Reserve-Réserve indienne,59590032,107,contains,0.0,5959810,Prophet River 4,Indian reserve,107,contains,0.0,yes,,,,,,,107,csd,"2021 Census, census subdivision",high,csd,5959810,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Prophet River 4 itself"
18508,Taylor,District Municipality,-120.6866666669,56.1591666642,Taylor,District Municipality (1),59550170,875,contains,0.0,5955030,Taylor,District municipality,1317,contains,0.0,yes,Taylor,District municipality,1380,2021,1415,2025,1380,municipal,"BC Stats population estimate, July 1 2021",high,csd,5955030,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Taylor itself, as estimated by BC Stats for 2021 (the 2021 census counted 1,317)"
41381,Tsay Keh Dene,Locality,-124.9682783492,56.8831905554,Tsay Keh Dene,Locality,59550249,229,contains,0.0,5955840,Finlay River 6,Indian reserve,229,contains,0.0,no,,,,,,,229,da,"2021 Census, dissemination area",high,da,59550249,0,,,FALSE,TRUE,indigenous,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
24595,Tumbler Ridge,District Municipality,-120.9980555556,55.126111108,Tumbler Ridge,District Municipality (1),59550232,839,contains,0.0,5955003,Tumbler Ridge,District municipality,2399,contains,0.0,yes,Tumbler Ridge,District municipality,2513,2021,2663,2025,2513,municipal,"BC Stats population estimate, July 1 2021",high,csd,5955003,1,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Tumbler Ridge itself, as estimated by BC Stats for 2021 (the 2021 census counted 2,399)"
64903,West Moberly Lake 168A,Indian Reserve,-121.9181237467,55.7998767026,West Moberly Lake 168A,Indian Reserve-Réserve indienne,59550121,99,contains,0.0,5955802,West Moberly Lake 168A,Indian reserve,99,contains,0.0,yes,,,,,,,99,csd,"2021 Census, census subdivision",high,csd,5955802,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of West Moberly Lake 168A itself"
3879,Mackenzie,District Municipality,-123.0927777774,55.3244444419,Mackenzie,District Municipality (1),59530199,236,contains,0.0,5953033,Mackenzie,District municipality,3281,contains,0.0,yes,Mackenzie,District municipality,3389,2021,3442,2025,3389,municipal,"BC Stats population estimate, July 1 2021",high,csd,5953033,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Mackenzie itself, as estimated by BC Stats for 2021 (the 2021 census counted 3,281)"
8368,McBride,Village,-120.163888889,53.304166663,McBride,Village (1),59530256,588,contains,0.0,5953012,McBride,Village,588,contains,0.0,yes,McBride,Village,608,2021,646,2025,608,municipal,"BC Stats population estimate, July 1 2021",high,csd,5953012,0,,,FALSE,TRUE,municipality,"this is the population of the municipality of McBride itself, as estimated by BC Stats for 2021 (the 2021 census counted 588)"
64876,McLeod Lake 1,Indian Reserve,-123.0514677266,54.9831840484,McLeod Lake 1,Indian Reserve-Réserve indienne,59530202,81,contains,0.0,5953802,McLeod Lake 1,Indian reserve,81,contains,0.0,yes,,,,,,,81,csd,"2021 Census, census subdivision",high,csd,5953802,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of McLeod Lake 1 itself"
64832,Babine 16,Indian Reserve,-126.6174999998,55.3158333301,Babine 16,Indian Reserve-Réserve indienne,59510291,399,contains,0.0,5951831,Babine 16,Indian reserve,0,nearest-name,683.2,yes,,,,,,,0,csd,"2021 Census, census subdivision",medium,csd,5951831,0,,,FALSE,TRUE,indigenous,"the point lies 683 m outside the same-named census subdivision, inside Bulkley-Nechako G; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Babine 16 itself"
65164,Babine 17,Indian Reserve,-127.3349503358,55.033130438,Babine 17,Indian Reserve-Réserve indienne,59490176,87,contains,0.0,5949819,Babine 17,Indian reserve,87,contains,0.0,yes,,,,,,,87,csd,"2021 Census, census subdivision",high,csd,5949819,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Babine 17 itself"
64841,Babine 6,Indian Reserve,-126.6163888885,55.3244444415,Babine 6,Indian Reserve-Réserve indienne,59510289,75,contains,0.0,5951828,Babine 6,Indian reserve,75,contains,0.0,yes,,,,,,,75,csd,"2021 Census, census subdivision",high,csd,5951828,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Babine 6 itself"
64828,Babine Lake 21B,Indian Reserve,-125.6515390813,54.4831449493,Babine Lake 21B,Indian Reserve-Réserve indienne,59510287,364,contains,0.0,5951847,Babine Lake 21B,Indian reserve,0,nearest-name,797.8,yes,,,,,,,0,csd,"2021 Census, census subdivision",medium,csd,5951847,0,,,FALSE,TRUE,indigenous,"the point lies 798 m outside the same-named census subdivision, inside Bulkley-Nechako B; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Babine Lake 21B itself"
64935,Binche 2,Indian Reserve,-124.5030555553,54.5702777752,Binche 2,Indian Reserve-Réserve indienne,59510259,118,contains,0.0,5951805,Binche 2,Indian reserve,118,contains,0.0,yes,,,,,,,118,csd,"2021 Census, census subdivision",high,csd,5951805,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Binche 2 itself"
65141,Bulkley River 19,Indian Reserve,-127.3182831123,55.0331306591,Bulkley River 19,Indian Reserve-Réserve indienne,59490177,174,contains,0.0,5949820,Bulkley River 19,Indian reserve,174,contains,0.0,yes,,,,,,,174,csd,"2021 Census, census subdivision",high,csd,5949820,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Bulkley River 19 itself"
2226,Burns Lake,Village,-125.7644444451,54.2302777746,Burns Lake,Village (1),59510192,451,contains,0.0,5951022,Burns Lake,Village,1659,contains,0.0,yes,Burns Lake,Village,2004,2021,2007,2025,2004,municipal,"BC Stats population estimate, July 1 2021",high,csd,5951022,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Burns Lake itself, as estimated by BC Stats for 2021 (the 2021 census counted 1,659)"
64815,Burns Lake 18,Indian Reserve,-125.7682003435,54.2331402673,Burns Lake 18,Indian Reserve-Réserve indienne,59510192,451,contains,0.0,5951815,Burns Lake 18,Indian reserve,33,nearest-name,106.0,yes,,,,,,,33,csd,"2021 Census, census subdivision",medium,csd,5951815,0,,,FALSE,TRUE,indigenous,"the point lies 106 m outside the same-named census subdivision, inside Burns Lake; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Burns Lake 18 itself"
64817,Cheslatta 1,Indian Reserve,-125.751522708,53.9498036688,Cheslatta 1,Indian Reserve-Réserve indienne,59510203,530,contains,0.0,5951818,Cheslatta 1,Indian reserve,49,nearest-name,1892.7,yes,,,,,,,49,csd,"2021 Census, census subdivision",medium,csd,5951818,0,,,FALSE,TRUE,indigenous,"the point lies 1893 m outside the same-named census subdivision, inside Bulkley-Nechako E; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Cheslatta 1 itself"
65162,Coryatsaqua (Moricetown) 2,Indian Reserve,-127.3349503358,55.033130438,Coryatsaqua (Moricetown) 2,Indian Reserve-Réserve indienne,59490176,87,contains,0.0,5949810,Coryatsaqua (Moricetown) 2,Indian reserve,80,nearest-name,61.2,yes,,,,,,,80,csd,"2021 Census, census subdivision",medium,csd,5949810,0,,,FALSE,TRUE,indigenous,"the point lies 61 m outside the same-named census subdivision, inside Babine 17; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Coryatsaqua (Moricetown) 2 itself"
65842,Duncan Lake 2,Indian Reserve,-126.1348867797,54.4331381174,Duncan Lake 2,Indian Reserve-Réserve indienne,59510186,340,contains,0.0,5951821,Duncan Lake 2,Indian reserve,5,nearest-name,990.9,yes,,,,,,,5,csd,"2021 Census, census subdivision",medium,csd,5951821,0,,,FALSE,TRUE,indigenous,"the point lies 991 m outside the same-named census subdivision, inside Bulkley-Nechako B; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Duncan Lake 2 itself"
64939,Dzitline Lee 9,Indian Reserve,-125.1349999995,54.8769444412,Dzitline Lee 9,Indian Reserve-Réserve indienne,59510264,15,contains,0.0,5951814,Dzitline Lee 9,Indian reserve,15,contains,0.0,yes,,,,,,,15,csd,"2021 Census, census subdivision",high,csd,5951814,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Dzitline Lee 9 itself"
64798,Fort George 2,Indian Reserve,-122.6263888894,54.0166666635,Fort George 2,Indian Reserve-Réserve indienne,59530250,84,contains,0.0,5953801,Fort George 2,Indian reserve,84,contains,0.0,yes,,,,,,,84,csd,"2021 Census, census subdivision",high,csd,5953801,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Fort George 2 itself"
3599,Fort St. James,District Municipality,-124.2591666667,54.4444444417,Fort St. James,District Municipality (1),59510280,327,contains,0.0,5951013,Fort St. James,District municipality,1386,contains,0.0,yes,Fort St. James,District municipality,1437,2021,1542,2025,1437,municipal,"BC Stats population estimate, July 1 2021",high,csd,5951013,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Fort St. James itself, as estimated by BC Stats for 2021 (the 2021 census counted 1,386)"
64860,Francois Lake 7,Indian Reserve,-125.9515317972,54.0164685967,Francois Lake 7,Indian Reserve-Réserve indienne,59510213,560,contains,0.0,5951822,Francois Lake 7,Indian reserve,,nearest-name,298.7,yes,,,,,,,560,da,"2021 Census, dissemination area",high,da,59510213,7,,,FALSE,TRUE,indigenous,"the point lies 299 m outside the same-named census subdivision, inside Bulkley-Nechako E; the same-named one was taken; census subdivision population suppressed or unavailable; no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
38874,Fraser Lake,Village,-124.8438888886,54.0602777747,Fraser Lake,Village (1),59510229,523,contains,0.0,5951009,Fraser Lake,Village,965,contains,0.0,yes,Fraser Lake,Village,1008,2021,942,2025,1008,municipal,"BC Stats population estimate, July 1 2021",high,csd,5951009,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Fraser Lake itself, as estimated by BC Stats for 2021 (the 2021 census counted 965)"
53996,Gingolx,Community,-129.9558678369,54.9942052839,Gingolx,Community,59490111,367,contains,0.0,5949035,Nisga'a,Nisga'a land,1794,contains,0.0,no,,,,,,,367,da,"2021 Census, dissemination area",high,da,59490111,0,,,FALSE,TRUE,indigenous,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
62321,Gitanmaax 1,Indian Reserve,-127.6805555558,55.2694444414,Gitanmaax 1,Indian Reserve-Réserve indienne,59490210,560,contains,0.0,5949812,Gitanmaax 1,Indian reserve,560,contains,0.0,yes,,,,,,,560,csd,"2021 Census, census subdivision",high,csd,5949812,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Gitanmaax 1 itself"
65795,Gitanyow 1,Indian Reserve,-128.0683176363,55.2664572044,Gitanyow 1,Indian Reserve-Réserve indienne,59490162,408,contains,0.0,5949815,Gitanyow 1,Indian reserve,408,contains,0.0,yes,,,,,,,408,csd,"2021 Census, census subdivision",high,csd,5949815,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Gitanyow 1 itself"
65820,Gitsegukla 1,Indian Reserve,-127.8291666661,55.0916666635,Gitsegukla 1,Indian Reserve-Réserve indienne,59490159,444,contains,0.0,5949814,Gitsegukla 1,Indian reserve,444,contains,0.0,yes,,,,,,,444,csd,"2021 Census, census subdivision",high,csd,5949814,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Gitsegukla 1 itself"
65826,Gitwangak 1,Indian Reserve,-128.0683107612,55.0997882062,Gitwangak 1,Indian Reserve-Réserve indienne,59490158,450,contains,0.0,5949816,Gitwangak 1,Indian reserve,450,contains,0.0,yes,,,,,,,450,csd,"2021 Census, census subdivision",high,csd,5949816,0,,,FALSE,TRUE,indigenous,"the geoname names its containing census subdivision, so this is the population of Gitwangak 1 itself"
11653,Granisle,Village,-126.2071545996,54.8850197476,Granisle,Village (1),59510144,337,contains,0.0,5951032,Granisle,Village,337,contains,0.0,yes,Granisle,Village,345,2021,357,2025,345,municipal,"BC Stats population estimate, July 1 2021",high,csd,5951032,0,,,FALSE,TRUE,municipality,"this is the population of the municipality of Granisle itself, as estimated by BC Stats for 2021 (the 2021 census counted 337)"
65153,Gul-mak 8,Indian Reserve,-127.61831021,55.4497992336,Gul-mak 8,Indian Reserve-Réserve indienne,59490161,344,contains,0.0,5949028,Kitimat-Stikine B,Regional district electoral area,1455,contains,0.0,no,,,,,,,344,da,"2021 Census, dissemination area",high,da,59490161,8,,,FALSE,TRUE,indigenous,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65178,Hagwilget 1,Indian Reserve,-127.6016354079,55.2664634848,Hagwilget 1,Indian Reserve-Réserve indienne,59490172,362,contains,0.0,5949811,Hagwilget 1,Indian reserve,183,nearest-name,333.6,yes,,,,,,,183,csd,"2021 Census, census subdivision",medium,csd,5949811,0,,,FALSE,TRUE,indigenous,"the point lies 334 m outside the same-named census subdivision, inside Kitimat-Stikine B; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Hagwilget 1 itself"
8669,Hazelton,Village,-127.6755555553,55.2558333308,Hazelton,Village (1),59490164,117,contains,0.0,5949022,Hazelton,Village,257,contains,0.0,yes,Hazelton,Village,300,2021,321,2025,300,municipal,"BC Stats population estimate, July 1 2021",high,csd,5949022,0,,,FALSE,TRUE,municipality,"this is the population of the municipality of Hazelton itself, as estimated by BC Stats for 2021 (the 2021 census counted 257)"
64805,Holy Cross Lake 3,Indian Reserve,-125.0348237676,53.7164765744,Holy Cross Lake 3,Indian Reserve-Réserve indienne,59510224,531,contains,0.0,5951017,Bulkley-Nechako D,Regional district electoral area,1607,contains,0.0,no,,,,,,,531,da,"2021 Census, dissemination area",high,da,59510224,7,,,FALSE,TRUE,indigenous,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40632,Houston,District Municipality,-126.6483333331,54.39833333,Houston,District Municipality (1),59510181,420,contains,0.0,5951034,Houston,District municipality,3052,contains,0.0,yes,Houston,District municipality,3181,2021,3114,2025,3181,municipal,"BC Stats population estimate, July 1 2021",high,csd,5951034,0,,,FALSE,TRUE,municipality + population>1000,"this is the population of the municipality of Houston itself, as estimated by BC Stats for 2021 (the 2021 census counted 3,052)"
64861,Isaac (Gale Lake) 8,Indian Reserve,-126.2570963068,53.984519863,Isaac (Gale Lake) 8,Indian Reserve-Réserve indienne,59510216,0,contains,0.0,5951031,Bulkley-Nechako E,Regional district electoral area,1512,contains,0.0,no,,,,,,,0,da,"2021 Census, dissemination area",high,da,59510216,0,,,FALSE,TRUE,indigenous,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65143,Jean Baptiste 28,Indian Reserve,-127.0182611779,54.7331305556,Jean Baptiste 28,Indian Reserve-Réserve indienne,59510148,532,contains,0.0,5951830,Jean Baptiste 28,Indian reserve,5,nearest-name,1114.2,yes,,,,,,,5,csd,"2021 Census, census subdivision",medium,csd,5951830,0,,,FALSE,TRUE,indigenous,"the point lies 1114 m outside the same-named census subdivision, inside Bulkley-Nechako A; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Jean Baptiste 28 itself"
